GameDuration,BlueTeamWin,BlueTeamTowersTaken,BlueTeamInhibitorsTaken,BlueTeamDragonsTaken,BlueTeamGrubsTaken,BlueTeamRiftheraldTaken,BlueTeamBaronTaken,BluePlayer1Role,BluePlayer1ChampionId,BluePlayer1GoldSpent,BluePlayer1Level,BluePlayer1Kills,BluePlayer1Deaths,BluePlayer1Assists,BluePlayer1CreepScore,BluePlayer1WardScore,BluePlayer2Role,BluePlayer2ChampionId,BluePlayer2GoldSpent,BluePlayer2Level,BluePlayer2Kills,BluePlayer2Deaths,BluePlayer2Assists,BluePlayer2CreepScore,BluePlayer2WardScore,BluePlayer3Role,BluePlayer3ChampionId,BluePlayer3GoldSpent,BluePlayer3Level,BluePlayer3Kills,BluePlayer3Deaths,BluePlayer3Assists,BluePlayer3CreepScore,BluePlayer3WardScore,BluePlayer4Role,BluePlayer4ChampionId,BluePlayer4GoldSpent,BluePlayer4Level,BluePlayer4Kills,BluePlayer4Deaths,BluePlayer4Assists,BluePlayer4CreepScore,BluePlayer4WardScore,BluePlayer5Role,BluePlayer5ChampionId,BluePlayer5GoldSpent,BluePlayer5Level,BluePlayer5Kills,BluePlayer5Deaths,BluePlayer5Assists,BluePlayer5CreepScore,BluePlayer5WardScore,RedTeamTowersTaken,RedTeamInhibitorsTaken,RedTeamDragonsTaken,RedTeamGrubsTaken,RedTeamRiftheraldTaken,RedTeamBaronTaken,RedPlayer1Role,RedPlayer1ChampionId,RedPlayer1GoldSpent,RedPlayer1Level,RedPlayer1Kills,RedPlayer1Deaths,RedPlayer1Assists,RedPlayer1CreepScore,RedPlayer1WardScore,RedPlayer2Role,RedPlayer2ChampionId,RedPlayer2GoldSpent,RedPlayer2Level,RedPlayer2Kills,RedPlayer2Deaths,RedPlayer2Assists,RedPlayer2CreepScore,RedPlayer2WardScore,RedPlayer3Role,RedPlayer3ChampionId,RedPlayer3GoldSpent,RedPlayer3Level,RedPlayer3Kills,RedPlayer3Deaths,RedPlayer3Assists,RedPlayer3CreepScore,RedPlayer3WardScore,RedPlayer4Role,RedPlayer4ChampionId,RedPlayer4GoldSpent,RedPlayer4Level,RedPlayer4Kills,RedPlayer4Deaths,RedPlayer4Assists,RedPlayer4CreepScore,RedPlayer4WardScore,RedPlayer5Role,RedPlayer5ChampionId,RedPlayer5GoldSpent,RedPlayer5Level,RedPlayer5Kills,RedPlayer5Deaths,RedPlayer5Assists,RedPlayer5CreepScore,RedPlayer5WardScore
1011,1,11,2,1,3,1,0,TOP,2,8600,13,9,2,3,138,7,JUNGLE,141,7025,11,5,1,3,112,15,MIDDLE,157,6675,12,6,2,5,142,6,BOTTOM,910,6900,11,5,1,12,123,7,SUPPORT,147,5375,9,5,1,13,19,22,0,0,0,0,0,0,TOP,887,5300,10,1,5,1,66,3,JUNGLE,107,6100,10,3,6,0,100,16,MIDDLE,136,4850,10,1,6,1,106,5,BOTTOM,67,4050,9,0,7,0,98,8,SUPPORT,432,3725,9,1,6,0,14,29
2252,1,9,3,2,2,0,2,TOP,887,14760,20,9,7,10,213,28,JUNGLE,59,16725,18,12,3,18,199,25,MIDDLE,39,18000,18,12,9,9,278,27,BOTTOM,67,17120,18,12,12,11,223,29,SUPPORT,902,10230,16,0,9,27,33,106,9,2,4,1,0,0,TOP,14,11830,18,1,10,8,223,28,JUNGLE,91,13475,18,4,8,10,242,35,MIDDLE,157,19560,18,23,8,6,282,27,BOTTOM,29,15950,16,11,13,4,230,20,SUPPORT,3,10625,16,1,7,21,65,106
1461,1,8,1,2,3,1,0,TOP,48,10100,16,9,2,11,168,12,JUNGLE,233,11025,15,7,3,9,155,22,MIDDLE,83,10650,15,11,4,6,199,16,BOTTOM,202,9625,13,9,5,10,180,12,SUPPORT,40,6175,11,1,4,16,28,53,3,0,0,0,0,1,TOP,875,9200,14,4,10,3,160,18,JUNGLE,59,8850,13,4,6,7,97,19,MIDDLE,84,8150,14,5,8,2,121,10,BOTTOM,901,11650,14,5,4,6,188,14,SUPPORT,12,5575,11,0,9,5,36,48
1969,1,11,3,4,3,0,1,TOP,6,17175,19,20,5,5,184,35,JUNGLE,5,13050,18,4,8,9,236,27,MIDDLE,711,13350,18,12,1,12,286,51,BOTTOM,22,13550,15,7,4,12,152,23,SUPPORT,29,11160,14,8,9,10,35,82,2,0,0,0,0,0,TOP,75,12800,18,7,10,4,201,20,JUNGLE,233,11000,15,6,19,6,108,23,MIDDLE,131,12925,15,7,10,3,187,36,BOTTOM,15,13000,16,3,5,6,273,21,SUPPORT,17,10510,15,4,7,6,100,63
1623,0,1,0,1,0,0,0,TOP,58,7750,14,2,9,5,127,10,JUNGLE,91,11850,16,7,6,7,178,16,MIDDLE,245,11950,15,10,5,0,178,19,BOTTOM,22,8340,13,3,8,6,157,14,SUPPORT,16,5370,12,1,3,10,10,52,11,3,2,3,1,0,TOP,82,10250,17,7,3,5,171,21,JUNGLE,5,10900,15,7,3,7,176,22,MIDDLE,54,8950,14,5,7,11,135,10,BOTTOM,81,13533,14,7,6,12,201,2,SUPPORT,235,9600,14,5,4,18,27,44
1527,0,0,0,0,3,0,0,TOP,54,7250,15,4,10,2,130,13,JUNGLE,143,9025,14,4,5,0,175,27,MIDDLE,246,7650,12,2,7,5,138,11,BOTTOM,901,8700,13,4,9,5,173,10,SUPPORT,44,6040,11,1,10,8,35,67,10,2,4,0,1,1,TOP,517,10160,16,7,2,12,162,13,JUNGLE,91,10350,17,8,1,6,209,33,MIDDLE,61,12125,16,5,0,10,264,14,BOTTOM,5,11300,14,13,3,8,165,19,SUPPORT,59,8000,12,8,9,18,45,57
1402,1,8,1,2,3,1,1,TOP,516,8550,17,5,1,2,186,14,JUNGLE,876,6850,13,1,5,12,129,11,MIDDLE,105,7300,13,5,6,4,131,16,BOTTOM,202,17050,14,22,5,4,192,18,SUPPORT,117,7090,12,0,4,28,32,67,4,0,0,0,0,0,TOP,48,6608,13,0,7,0,173,13,JUNGLE,233,10950,13,6,12,5,122,18,MIDDLE,84,8300,14,5,3,2,177,9,BOTTOM,55,11300,13,7,5,4,157,8,SUPPORT,25,7280,10,3,6,8,34,54
1524,1,8,1,2,0,1,1,TOP,14,9350,17,5,5,10,182,15,JUNGLE,59,10950,16,4,3,18,154,36,MIDDLE,55,16600,16,27,5,0,177,10,BOTTOM,21,11400,14,8,7,7,198,17,SUPPORT,143,6415,12,1,9,14,43,57,3,0,2,3,0,0,TOP,5,11460,15,9,9,5,157,12,JUNGLE,2,8650,13,5,7,8,123,8,MIDDLE,800,8250,12,4,10,3,143,9,BOTTOM,222,12150,13,7,12,8,184,14,SUPPORT,117,9410,12,3,7,16,21,65
2127,1,9,2,3,1,0,1,TOP,74,13150,19,5,9,13,230,38,JUNGLE,28,13750,18,12,3,6,202,17,MIDDLE,887,17100,18,12,6,1,233,32,BOTTOM,901,12150,17,6,4,11,279,27,SUPPORT,412,8525,15,2,2,18,48,107,9,1,1,2,1,1,TOP,48,15833,19,8,10,5,211,38,JUNGLE,33,13150,17,4,3,12,173,19,MIDDLE,90,13975,18,5,5,6,304,31,BOTTOM,18,13850,15,5,10,1,262,22,SUPPORT,99,9455,14,2,9,6,56,97
1614,1,11,3,2,0,1,0,TOP,10,12130,18,5,7,14,200,16,JUNGLE,91,13525,18,14,3,6,192,23,MIDDLE,103,12100,16,10,3,7,197,16,BOTTOM,22,14150,15,10,6,9,199,16,SUPPORT,99,10655,14,7,5,18,44,61,2,0,2,3,0,0,TOP,122,11400,17,5,10,2,218,19,JUNGLE,64,8500,14,5,12,2,103,16,MIDDLE,166,12270,15,7,9,1,192,21,BOTTOM,74,9450,14,2,6,4,186,21,SUPPORT,50,10840,14,5,9,6,78,50
1539,1,10,2,3,0,1,1,TOP,875,8725,17,4,2,8,177,30,JUNGLE,102,14283,16,13,3,12,155,20,MIDDLE,13,12500,18,9,1,9,261,20,BOTTOM,236,10450,14,3,2,7,195,16,SUPPORT,902,6570,13,0,2,16,23,62,1,0,1,3,0,0,TOP,106,9150,16,4,6,2,177,29,JUNGLE,131,7925,13,1,7,4,145,23,MIDDLE,11,9025,14,3,7,0,153,22,BOTTOM,901,8825,12,1,6,3,205,13,SUPPORT,43,5900,12,1,3,4,30,62
1973,0,4,0,1,0,1,1,TOP,83,13283,19,4,2,4,315,18,JUNGLE,59,12950,17,5,12,18,126,18,MIDDLE,90,13000,18,5,7,6,278,17,BOTTOM,235,17825,17,16,10,5,223,19,SUPPORT,267,8610,15,0,9,17,39,79,13,4,3,3,0,0,TOP,17,12100,19,5,4,1,241,32,JUNGLE,11,14050,18,7,5,8,215,44,MIDDLE,134,13680,18,6,4,11,248,22,BOTTOM,81,16883,16,21,7,5,222,22,SUPPORT,201,9650,13,1,10,21,23,89
2046,0,5,0,2,3,1,0,TOP,164,13358,19,10,8,10,241,14,JUNGLE,64,15700,18,11,7,10,186,44,MIDDLE,266,15150,17,14,14,9,188,20,BOTTOM,51,14975,16,4,13,7,257,33,SUPPORT,43,9725,15,2,11,16,49,56,9,1,3,0,0,0,TOP,14,15650,20,9,6,19,223,20,JUNGLE,517,14375,18,11,7,12,208,32,MIDDLE,238,17300,17,18,9,9,203,22,BOTTOM,11,16350,16,13,11,11,177,35,SUPPORT,53,8650,16,2,8,25,47,52
1966,0,3,0,1,3,0,0,TOP,54,10450,18,3,4,10,227,21,JUNGLE,233,13400,16,10,9,8,161,33,MIDDLE,127,13050,15,6,10,4,235,22,BOTTOM,51,11925,15,5,8,6,234,9,SUPPORT,526,7940,13,2,7,13,47,93,11,3,4,0,0,1,TOP,36,11400,18,4,6,8,229,28,JUNGLE,19,14500,18,12,7,12,190,55,MIDDLE,84,14900,18,14,4,7,243,33,BOTTOM,235,17850,17,7,1,23,268,18,SUPPORT,111,8730,14,1,8,22,36,71
1351,0,0,0,1,0,0,0,TOP,2,5550,12,2,6,3,104,22,JUNGLE,121,9400,13,2,7,6,107,18,MIDDLE,8,7700,13,2,9,3,170,12,BOTTOM,800,8450,12,3,5,3,188,12,SUPPORT,147,5860,11,3,7,4,21,33,11,3,1,3,1,1,TOP,58,10450,16,7,3,1,193,15,JUNGLE,104,12100,14,9,4,7,134,21,MIDDLE,84,11525,15,13,2,6,187,13,BOTTOM,235,9800,13,3,1,13,171,15,SUPPORT,43,6960,12,2,2,14,21,41
1830,1,10,2,3,0,1,1,TOP,86,10850,19,2,4,2,257,23,JUNGLE,33,11700,17,8,3,24,131,20,MIDDLE,115,14800,17,19,7,13,164,23,BOTTOM,235,14800,15,13,9,15,207,12,SUPPORT,14,10805,14,11,13,21,54,101,3,0,1,3,0,0,TOP,420,10825,17,4,5,3,213,32,JUNGLE,233,10375,13,6,14,9,100,22,MIDDLE,90,14200,16,11,7,5,236,20,BOTTOM,22,13000,13,11,12,12,149,27,SUPPORT,50,9175,13,4,15,19,47,69
2009,1,11,3,3,2,1,0,TOP,107,15250,18,7,10,2,252,18,JUNGLE,56,12525,17,4,6,13,171,16,MIDDLE,13,13475,18,9,7,10,269,29,BOTTOM,22,16100,16,11,7,10,265,34,SUPPORT,267,8935,16,4,6,18,46,99,3,0,2,1,0,1,TOP,84,11970,18,6,9,4,192,17,JUNGLE,120,14275,18,8,6,8,221,23,MIDDLE,901,15575,18,8,3,8,291,31,BOTTOM,63,14480,16,7,9,8,249,16,SUPPORT,78,12390,15,7,8,17,37,79
1638,1,11,2,4,3,1,1,TOP,887,13250,18,13,4,3,200,15,JUNGLE,56,11400,16,10,2,7,158,27,MIDDLE,777,14925,18,9,3,4,288,14,BOTTOM,901,10350,14,2,4,9,214,14,SUPPORT,412,7445,13,4,4,12,38,88,1,0,0,0,0,0,TOP,106,9770,16,3,10,4,174,18,JUNGLE,9,9000,14,1,8,10,144,47,MIDDLE,161,7850,15,0,9,5,196,14,BOTTOM,202,13375,14,8,5,5,214,9,SUPPORT,800,8905,13,5,6,7,55,50
2028,1,10,2,5,0,1,0,TOP,904,11483,20,7,3,10,247,31,JUNGLE,113,15650,18,11,4,20,198,14,MIDDLE,105,13700,18,17,4,15,240,24,BOTTOM,134,15600,18,8,5,17,307,24,SUPPORT,147,10550,16,6,3,33,58,121,5,0,0,3,0,1,TOP,875,15075,19,6,10,4,285,34,JUNGLE,77,12925,18,2,5,6,264,41,MIDDLE,517,13675,17,5,8,6,265,38,BOTTOM,119,15625,16,4,12,4,273,31,SUPPORT,60,9730,13,2,14,7,49,102
1930,1,11,3,4,3,0,1,TOP,39,14475,18,5,8,5,274,35,JUNGLE,62,11933,17,9,1,7,179,34,MIDDLE,8,9650,17,3,3,8,237,21,BOTTOM,45,19550,18,20,2,9,270,31,SUPPORT,99,9450,15,4,3,17,72,58,6,1,1,0,0,0,TOP,887,18030,20,7,4,2,309,22,JUNGLE,799,10975,15,4,8,5,182,21,MIDDLE,157,9275,16,1,8,5,232,14,BOTTOM,18,12875,15,3,8,4,206,16,SUPPORT,555,8875,13,2,13,5,21,34
2045,0,6,0,0,3,0,0,TOP,86,14850,19,7,7,0,264,39,JUNGLE,107,11825,15,1,10,3,186,23,MIDDLE,161,10675,16,2,9,5,213,22,BOTTOM,51,12925,15,3,2,2,276,10,SUPPORT,799,9310,14,1,7,3,74,117,9,2,4,0,1,2,TOP,777,13275,20,10,5,5,251,24,JUNGLE,28,12275,18,10,3,5,142,25,MIDDLE,950,14430,18,8,3,6,282,40,BOTTOM,901,14650,17,6,2,7,299,25,SUPPORT,267,8290,15,1,1,16,41,81
1825,0,4,0,3,0,1,0,TOP,875,10450,16,4,9,2,185,28,JUNGLE,62,9758,15,3,4,2,163,43,MIDDLE,5,11350,16,3,6,4,274,18,BOTTOM,51,12825,15,6,11,0,259,33,SUPPORT,101,7140,12,0,5,6,40,89,6,1,2,3,0,1,TOP,23,13700,18,7,4,7,227,31,JUNGLE,11,16600,18,11,2,4,206,45,MIDDLE,800,9600,16,3,4,9,163,27,BOTTOM,222,12750,15,4,5,9,229,20,SUPPORT,161,10405,14,10,1,10,62,84
2330,0,3,0,1,3,0,0,TOP,36,14000,20,7,9,11,242,31,JUNGLE,107,16900,18,11,11,8,208,44,MIDDLE,245,18300,18,13,12,8,249,32,BOTTOM,21,14275,16,3,10,8,215,43,SUPPORT,78,9700,16,4,7,7,72,75,10,1,5,0,1,1,TOP,10,21025,20,17,5,7,351,54,JUNGLE,120,17350,18,12,6,13,204,16,MIDDLE,711,13200,18,8,11,11,209,36,BOTTOM,901,17625,18,11,9,12,287,37,SUPPORT,111,9820,17,1,7,26,30,94
965,0,0,0,0,0,0,0,TOP,86,4150,12,0,2,0,119,11,JUNGLE,107,5275,10,2,3,1,82,5,MIDDLE,79,3650,10,0,3,1,85,0,BOTTOM,498,4000,8,1,4,2,74,1,SUPPORT,147,3800,9,2,3,1,49,20,1,0,2,3,0,0,TOP,150,4400,12,1,1,1,106,9,JUNGLE,106,3900,11,3,0,1,87,8,MIDDLE,61,5100,12,3,1,1,132,9,BOTTOM,21,7350,10,8,1,0,123,10,SUPPORT,902,4300,9,0,2,8,17,25
1310,1,11,3,2,3,1,0,TOP,83,8058,15,2,1,3,174,19,JUNGLE,5,7850,13,4,2,8,107,18,MIDDLE,245,8300,14,9,8,7,122,15,BOTTOM,895,12450,14,13,2,3,174,11,SUPPORT,89,5680,12,2,2,16,29,57,0,0,0,0,0,0,TOP,82,5100,13,0,3,0,116,12,JUNGLE,234,7050,11,4,9,5,97,17,MIDDLE,105,8200,12,6,8,3,116,10,BOTTOM,21,8925,12,2,6,3,149,11,SUPPORT,99,6140,11,3,4,5,53,40
1513,1,10,2,3,3,1,1,TOP,799,10600,16,5,2,1,223,39,JUNGLE,28,9200,16,8,0,4,157,13,MIDDLE,136,10600,15,8,6,11,182,7,BOTTOM,145,12150,15,5,4,8,206,16,SUPPORT,60,9060,12,9,4,9,50,75,1,0,0,0,0,0,TOP,92,8200,14,1,6,1,159,23,JUNGLE,56,10325,14,7,6,5,149,16,MIDDLE,79,7750,13,3,8,6,141,6,BOTTOM,69,8750,13,2,2,2,206,21,JUNGLE,29,6020,11,3,13,5,34,67
2005,0,5,0,1,0,0,1,TOP,82,9905,18,3,9,3,200,26,JUNGLE,104,17100,17,12,8,5,234,56,MIDDLE,112,11125,16,3,6,6,228,40,BOTTOM,81,13988,16,3,6,8,267,23,SUPPORT,201,8170,12,1,9,10,30,76,10,2,3,3,1,0,TOP,58,14400,20,9,3,10,237,25,JUNGLE,35,11800,16,7,4,8,173,12,MIDDLE,517,12000,17,7,4,15,202,24,BOTTOM,21,16250,16,11,6,6,262,35,SUPPORT,53,9275,15,4,5,20,41,73
1934,0,3,0,1,3,0,0,TOP,41,13708,18,5,6,3,260,32,JUNGLE,141,14475,16,12,6,4,151,34,MIDDLE,3,8550,14,1,13,10,146,28,BOTTOM,21,13825,15,8,7,6,240,42,SUPPORT,412,7625,13,0,5,14,23,78,10,1,3,0,1,1,TOP,36,10800,18,7,3,4,186,29,JUNGLE,54,13450,18,9,3,12,211,27,MIDDLE,157,14850,18,15,6,11,235,28,BOTTOM,901,10100,16,6,8,6,240,32,SUPPORT,40,7705,13,0,6,14,41,90
1731,0,3,0,1,1,0,0,TOP,36,12400,16,7,5,5,212,19,JUNGLE,60,14575,15,13,10,5,137,25,MIDDLE,127,8850,15,2,8,11,204,28,BOTTOM,523,10800,14,0,14,5,203,10,SUPPORT,235,6970,13,0,8,15,38,60,11,3,3,2,1,1,TOP,54,7450,16,2,5,9,134,16,JUNGLE,254,10950,16,9,4,5,161,39,MIDDLE,61,9875,17,2,4,14,251,29,BOTTOM,18,20750,17,31,5,7,216,14,SUPPORT,267,8680,15,1,4,29,26,70
1961,1,8,1,2,3,1,0,TOP,777,15375,19,17,9,3,236,27,JUNGLE,56,15050,17,14,7,13,195,25,MIDDLE,910,9700,16,6,9,10,209,11,BOTTOM,235,14220,15,8,7,21,184,26,SUPPORT,412,8675,15,1,8,26,32,88,5,0,2,0,0,2,TOP,150,11550,18,2,9,13,178,18,JUNGLE,234,17325,17,14,7,6,178,22,MIDDLE,38,16750,18,15,6,10,224,25,BOTTOM,804,13335,15,5,13,10,193,29,SUPPORT,63,8450,15,4,11,14,62,59
1740,0,3,0,1,0,0,0,TOP,86,11350,16,12,10,4,163,17,JUNGLE,254,10425,14,7,6,7,137,18,MIDDLE,90,11900,16,3,6,1,254,25,BOTTOM,55,9075,13,3,8,8,157,28,SUPPORT,350,7405,13,2,4,12,16,40,10,2,3,3,1,1,TOP,157,12400,18,8,10,6,238,19,JUNGLE,62,10158,16,5,3,10,154,29,MIDDLE,99,12320,17,9,4,10,225,13,BOTTOM,18,15450,16,10,6,7,241,8,SUPPORT,3,8255,14,2,4,13,46,84
1834,1,11,3,3,2,1,1,TOP,48,12075,18,7,6,7,203,27,JUNGLE,35,13075,16,6,4,12,151,36,MIDDLE,950,17280,18,29,5,7,187,24,BOTTOM,145,11710,15,3,6,11,216,15,SUPPORT,875,7400,13,0,4,6,99,64,3,0,1,1,0,0,TOP,17,10525,16,6,6,7,173,24,JUNGLE,56,11300,16,4,8,8,163,10,MIDDLE,63,11150,15,8,11,3,166,16,BOTTOM,51,9775,15,4,9,2,217,19,SUPPORT,111,8830,13,3,11,7,38,42
1320,0,0,0,0,0,0,0,TOP,420,4900,12,0,9,0,126,14,JUNGLE,56,8225,12,7,6,1,97,17,MIDDLE,61,5725,12,2,5,1,151,17,BOTTOM,222,8325,11,6,10,1,145,19,SUPPORT,902,5825,10,0,5,10,25,38,6,0,3,3,1,1,TOP,266,11550,17,11,0,4,208,15,JUNGLE,122,10300,14,9,1,5,102,23,MIDDLE,112,8600,14,3,2,7,168,16,BOTTOM,498,7875,13,7,6,5,162,15,SUPPORT,161,7630,12,5,6,10,50,39
1505,0,2,0,0,0,0,0,TOP,119,6650,14,1,10,4,168,19,JUNGLE,154,10450,15,6,2,4,190,12,MIDDLE,101,9450,14,4,6,4,182,24,BOTTOM,81,10733,14,6,6,8,166,7,SUPPORT,64,8900,12,6,14,4,83,61,8,2,4,3,1,1,TOP,2,11100,17,9,5,4,188,22,JUNGLE,35,10575,15,12,4,7,98,31,MIDDLE,7,9325,15,5,4,3,168,15,BOTTOM,498,13525,15,11,4,9,259,7,SUPPORT,89,7645,12,1,6,16,40,53
2435,0,8,1,1,3,0,2,TOP,2,13450,19,5,11,12,202,44,JUNGLE,141,21500,18,16,11,21,228,35,MIDDLE,105,12300,17,5,9,11,173,32,BOTTOM,29,20475,18,16,9,10,234,39,SUPPORT,89,14065,17,1,8,26,68,92,9,1,5,0,0,0,TOP,110,17750,20,13,11,12,288,34,JUNGLE,91,17150,18,9,11,18,217,36,MIDDLE,517,17735,18,14,7,12,244,24,BOTTOM,22,14425,17,6,6,12,280,60,SUPPORT,201,12175,16,6,8,20,34,91
2000,0,8,1,3,3,1,1,TOP,36,11625,18,3,8,1,248,18,JUNGLE,421,10100,15,3,6,6,136,34,MIDDLE,238,13650,17,3,8,5,251,31,BOTTOM,51,18500,17,8,6,9,326,31,SUPPORT,99,11590,15,9,6,14,52,87,12,3,2,0,0,0,TOP,92,17275,20,11,2,4,333,37,JUNGLE,113,11375,16,3,5,13,153,24,MIDDLE,134,15175,18,11,4,8,285,33,BOTTOM,901,13125,15,8,8,8,227,6,SUPPORT,235,9225,15,1,7,18,20,42
1321,1,10,1,3,2,0,1,TOP,420,12250,17,11,4,1,210,20,JUNGLE,36,8500,14,0,3,3,149,18,MIDDLE,80,10800,15,10,1,5,181,18,BOTTOM,222,9975,13,8,3,5,183,12,SUPPORT,117,5680,12,1,3,12,25,40,2,0,0,1,0,0,TOP,24,6933,13,3,5,3,134,13,JUNGLE,9,8025,12,4,7,5,121,30,MIDDLE,157,8675,13,2,6,1,193,6,BOTTOM,523,7375,11,3,7,1,162,7,SUPPORT,142,5755,11,2,5,4,34,57
1748,0,3,0,0,0,0,0,TOP,516,8925,16,2,7,2,202,27,JUNGLE,121,15050,16,7,9,4,180,27,MIDDLE,112,11125,15,4,7,1,223,23,BOTTOM,901,12525,15,6,9,2,245,18,SUPPORT,235,9890,14,2,9,10,75,71,9,1,4,3,1,2,TOP,166,10700,18,4,4,10,197,21,JUNGLE,234,14025,18,9,2,14,189,33,MIDDLE,105,12710,16,12,6,9,172,27,BOTTOM,221,16250,16,12,4,4,262,14,SUPPORT,43,9225,14,4,5,20,42,118
1620,1,10,2,1,0,1,1,TOP,24,10233,18,6,6,7,214,33,JUNGLE,233,14825,17,21,7,2,160,21,MIDDLE,90,10250,15,5,10,5,186,22,BOTTOM,21,14975,16,11,7,8,194,24,SUPPORT,89,7400,14,1,8,17,27,50,5,0,2,3,0,0,TOP,39,11775,18,12,8,4,227,22,JUNGLE,107,8450,13,3,10,2,116,26,MIDDLE,157,12200,15,13,9,1,191,12,BOTTOM,145,9925,14,5,8,5,182,32,SUPPORT,412,8400,12,5,9,15,8,39
2129,0,3,0,1,3,1,0,TOP,75,14050,18,2,8,8,253,28,JUNGLE,104,14925,18,11,7,6,212,44,MIDDLE,131,11950,16,7,7,5,208,38,BOTTOM,804,13025,16,3,10,4,260,15,SUPPORT,101,10945,15,5,5,8,75,100,11,3,4,0,0,2,TOP,85,12650,19,5,6,13,206,38,JUNGLE,11,16650,18,10,5,9,250,33,MIDDLE,238,15925,18,11,4,8,266,20,BOTTOM,81,14258,17,3,10,11,233,16,SUPPORT,235,14155,17,8,3,20,98,122
1398,0,1,0,0,3,1,0,TOP,80,10250,15,6,5,6,198,12,JUNGLE,234,9225,12,5,9,1,111,14,MIDDLE,55,8575,12,5,13,3,128,5,BOTTOM,202,8775,12,3,9,5,157,12,SUPPORT,111,6720,11,1,9,8,33,59,11,2,2,0,0,0,TOP,360,6700,14,0,5,2,154,16,JUNGLE,11,14475,16,29,6,7,147,27,MIDDLE,157,12400,15,11,6,6,193,8,BOTTOM,101,8650,14,5,2,16,161,13,SUPPORT,43,6095,13,0,1,24,26,48
1946,0,4,0,1,3,0,0,TOP,14,14500,20,8,5,17,268,28,JUNGLE,19,17050,18,15,7,14,180,16,MIDDLE,142,12050,17,6,7,7,227,25,BOTTOM,895,14000,16,7,11,9,196,27,SUPPORT,201,9520,15,3,8,22,50,82,9,1,4,0,1,2,TOP,54,10825,18,5,8,10,200,29,JUNGLE,56,14225,18,9,7,7,203,15,MIDDLE,13,12600,18,5,10,7,264,12,BOTTOM,145,20100,17,16,7,4,285,18,SUPPORT,111,8565,15,3,7,15,39,74
1442,0,2,0,0,0,0,0,TOP,54,8425,14,3,3,6,156,34,JUNGLE,91,10775,13,9,6,2,149,18,MIDDLE,166,7900,13,3,7,2,176,16,BOTTOM,25,8100,13,3,8,9,160,19,SUPPORT,497,5705,10,1,6,10,44,79,8,1,3,3,0,1,TOP,238,9575,16,6,5,4,202,15,JUNGLE,245,10100,14,8,2,9,131,31,MIDDLE,74,9075,15,5,3,8,201,19,BOTTOM,222,11675,14,11,4,10,192,21,SUPPORT,526,6425,12,0,5,22,20,79
1512,1,9,2,4,3,1,0,TOP,80,9800,16,13,1,2,141,27,JUNGLE,141,9875,15,7,5,7,135,6,MIDDLE,103,8600,15,6,2,4,137,14,BOTTOM,42,14433,14,16,5,5,156,20,SUPPORT,267,8700,14,4,5,22,43,24,0,0,0,0,0,0,TOP,777,6450,15,1,5,6,135,15,JUNGLE,35,8850,13,4,10,8,107,16,MIDDLE,5,6650,12,4,9,4,104,8,BOTTOM,51,8625,12,6,11,5,101,20,SUPPORT,17,7050,12,3,11,7,80,12
1999,1,6,1,2,3,0,1,TOP,516,7825,17,0,7,12,138,35,JUNGLE,102,12875,17,7,6,8,176,30,MIDDLE,103,12760,17,5,11,5,228,34,BOTTOM,901,19300,17,18,7,5,302,23,SUPPORT,89,8080,15,1,4,15,58,101,6,0,3,0,1,0,TOP,82,13935,18,9,6,5,226,34,JUNGLE,104,14375,18,6,6,12,235,52,MIDDLE,63,13675,18,7,4,8,252,17,BOTTOM,29,12700,14,8,10,2,206,15,SUPPORT,432,9880,14,4,5,16,54,102
1674,0,5,0,0,0,1,0,TOP,2,12280,16,6,9,4,208,20,JUNGLE,75,11533,14,8,9,8,129,11,MIDDLE,112,10650,16,6,4,5,242,14,BOTTOM,235,11250,14,5,6,6,216,9,SUPPORT,432,8405,12,3,8,13,33,93,8,1,3,3,0,1,TOP,86,11650,17,7,8,4,224,21,JUNGLE,121,13700,17,13,4,14,161,35,MIDDLE,910,10350,15,3,6,10,223,18,BOTTOM,22,11650,15,7,8,13,192,23,SUPPORT,57,9350,13,6,2,17,67,96
1243,1,4,0,3,3,1,0,TOP,150,8033,14,3,0,2,156,15,JUNGLE,59,8075,13,7,2,3,72,21,MIDDLE,34,7100,13,3,1,2,166,8,BOTTOM,110,7825,12,5,1,3,158,16,SUPPORT,25,7400,11,1,2,8,65,24,0,0,0,0,0,0,TOP,157,5250,12,0,5,3,132,12,JUNGLE,133,6175,11,1,4,0,107,17,MIDDLE,45,8150,13,4,4,2,166,12,BOTTOM,51,5675,11,0,3,0,130,6,SUPPORT,518,5100,10,1,3,3,26,24
1706,0,3,0,2,2,0,0,TOP,14,8975,16,0,7,7,176,22,JUNGLE,11,12075,15,7,9,4,165,29,MIDDLE,134,11075,15,4,6,4,208,23,BOTTOM,202,15400,15,10,3,5,274,16,SUPPORT,78,8290,14,2,5,11,53,81,8,1,2,1,1,1,TOP,240,11700,17,7,6,7,180,22,JUNGLE,56,12650,17,10,4,11,183,14,MIDDLE,112,11025,16,5,3,9,216,29,BOTTOM,51,11275,15,7,5,2,236,24,SUPPORT,89,7310,13,1,5,17,44,75
